"Words","Features"
"overview","1"
"acceleration","0"
"telecom","0"
"pure","0"
"society","0"
"empowerment","0"
"lightly","0"
"determine","0"
"firm","0"
"investment","1"
"solely","0"
"spencer","0"
"restrict","0"
"engine","1"
"cach","0"
"retailer","0"
"jump","1"
"promotion","1"
"fortunately","0"
"sadly","0"
"copi","0"
"captain","0"
"movie","0"
"intro","0"
"destination","0"
"rant","0"
"pathetic","0"
"afterthought","0"
"suite","1"
"variety","0"
"way","0"
"engineer","0"
"intend","0"
"become","1"
"famou","0"
"criticize","0"
"trounc","0"
"discover","0"
"critical","1"
"information","4"
"belong","1"
"digitally","0"
"underly","0"
"eatable","0"
"eclair","0"
"reshape","0"
"feat","0"
"freestyle","0"
"manhole","0"
"round","0"
"china","1"
"googl","0"
"women","0"
"resemble","1"
"momma","0"
"fellow","2"
"michigander","0"
"michigan","0"
"circle","2"
"hacker","0"
"marketer","1"
"division","0"
"development","6"
"spring","1"
"drink","0"
"barometer","0"
"bunny","0"
"watson","0"
"unlike","0"
"repli","0"
"thread","0"
"weaken","0"
"undoubtedly","0"
"tough","0"
"demon","0"
"cast","0"
"wide","0"
"mike","0"
"smile","0"
"shout","0"
"universe","0"
"explod","0"
"advantage","0"
"profound","0"
"massive","0"
"nexuss","0"
"lazy","0"
"short","0"
"supply","0"
"roundup","0"
"snippet","0"
"prod","0"
"gadget","0"
"uncategorize","2"
"availability","0"
"peter","0"
"mango","15"
"emb","0"
"redirect","0"
"artisan","0"
"experiment","0"
"mouth","0"
"relive","0"
"rebuttal","0"
"bridge","0"
"pretend","1"
"steal","0"
"crew","0"
"coverage","0"
"health","0"
"dust","0"
"children","0"
"gun","0"
"parisian","0"
"debate","0"
"vote","1"
"somebody","0"
"imitation","1"
"flattery","0"
"junkyard","0"
"examine","0"
"bounce","1"
"lover","0"
"beate","3"
"village","0"
"intent","0"
"coupon","0"
"reward","2"
"despite","0"
"monumental","0"
"conspiracy","0"
"threw","0"
"pleasant","0"
"indee","1"
"laugh","0"
"tap","0"
"private","2"
"brows","0"
"eye","1"
"inspiration","1"
"duly","0"
"innovator","2"
"recent","0"
"position","0"
"amaze","0"
"freshen","0"
"buggy","0"
"bookworm","0"
"abstract","0"
"limitless","0"
"librari","0"
"bill","5"
"gross","0"
"develop","4"
"notch","0"
"backdrop","0"
"lot","2"
"resolution","1"
"maryland","0"
"mica","0"
"catch","0"
"recently","2"
"prep","0"
"unifi","1"
"europe","0"
"asia","0"
"hugo","0"
"buddi","0"
"cent","0"
"capture","0"
"continuou","0"
"lapse","0"
"glitch","0"
"beirut","0"
"tag","0"
"hipster","0"
"filter","0"
"irony","0"
"marketplace","0"
"preview","10"
"scale","1"
"guest","0"
"mostly","0"
"chinese","0"
"show-off","0"
"reverse","0"
"crime","0"
"wear","0"
"capability","0"
"measure","0"
"campaign","2"
"tagger","0"
"sticker","0"
"cheque","0"
"echelon","0"
"asian","0"
"rise","0"
"democrat","0"
"join","9"
"grey","0"
"chairman","0"
"greater","0"
"asset","0"
"heavy","0"
"park","0"
"summit","6"
"reflect","0"
"culture","0"
"poker","0"
"fight","1"
"university","2"
"propose","0"
"eyelid","0"
"twitche","0"
"passe","0"
"pour","0"
"singapore","0"
"pacific","2"
"region","0"
"parkway","0"
"novena","0"
"premier","0"
"healthcare","0"
"impatient","0"
"arriver","0"
"salisbury","0"
"tournament","0"
"fire","0"
"fringe","0"
"pulse","0"
"para","0"
"ringgit","0"
"european","0"
"currenci","0"
"strengthen","0"
"outweigh","0"
"higher","0"
"ey","0"
"thailand","0"
"factor","0"
"agency","1"
"originally","0"
"guardian","3"
"shop","0"
"strategi","0"
"pace","0"
"spain","0"
"downside","0"
"rumour","0"
"dive","0"
"bond","0"
"strait","0"
"wheat","0"
"monopoly","0"
"swap","0"
"compliance","0"
"leas","0"
"programme","0"
"rachel","0"
"specify","0"
"license","0"
"surfactant","0"
"sauce","0"
"tout","1"
"beau","0"
"panda","0"
"affect","0"
"rank","0"
"vendor","1"
"degree","0"
"format","3"
"annotate","0"
"bibliography","0"
"jew","0"
"jesu","0"
"","1"
"hitler","0"
"lab","2"
"harvard","0"
"mindfulness","0"
"technique","0"
"jewel","0"
"swear","1"
"nada","0"
"dealt","0"
"method","0"
"profitable","0"
"duke","0"
"homeless","0"
"Youth","0"
"domestic","0"
"violence","0"
"newbi","0"
"river","0"
"waste","0"
"will","0"
"hail","0"
"encounter","0"
"agenda","0"
"funniest","0"
"sushi","0"
"lawyer","0"
"police","0"
"okay","0"
"feedback","0"
"settlement","0"
"plaintiff","0"
"role","1"
"insolvency","0"
"reconnaissance","0"
"caution","0"
"cyanogen","0"
"deep","0"
"participate","1"
"certification","2"
"spanish","3"
"medical","2"
"buffalo","1"
"pavilion","1"
"claw","1"
"relevance","2"
"rich","2"
"excel","9"
"productive","1"
"communication","2"
"underrate","1"
"dish","1"
"handset","1"
"explorer","3"
"eate","1"
"priceless","0"
"vancouver","2"
"evangelist","2"
"cash","2"
"coast","1"
"portland","1"
"safe","2"
"safety","2"
"technologi","1"
"encourage","1"
"career","2"
"enjoy","0"
"compell","1"
"self-service","1"
"registration","2"
"curate","4"
"greenwich","4"
"later","2"
"charity","1"
"philanthropy","1"
"scientist","9"
"extent","1"
"sponsor","1"
"delegate","1"
"validate","0"
"target","2"
"touchscreen","21"
"campu","1"
"mixer","1"
"science","6"
"fiction","2"
"playful","3"
"faculty","2"
"pois","2"
"action","2"
"contender","1"
"combine","1"
"interface","3"
"became","1"
"citizenship","1"
"member","1"
"border","1"
"utiliti","1"
"enterprise","10"
"scalability","7"
"unfair","1"
"assessment","1"
"sage","1"
"dynamic","6"
"opportuniti","1"
"tour","1"
"helsinki","1"
"finland","1"
"sugar-coate","1"
"blatant","1"
"propaganda","1"
"composite","1"
"individual","1"
"technological","2"
"futuristic","1"
"desir","1"
"provid","2"
"fund","2"
"sweatshop","1"
"gate","9"
"foundation","1"
"courtesy","1"
"inspir","1"
"surface","11"
"vulnerability","1"
"framework","2"
"eclips","10"
"violate","1"
"u.","3"
"law","2"
"netscape","1"
"victim","4"
"racketeer","3"
"outlaw","2"
"worker","1"
"chief","3"
"mole","3"
"messy","1"
"nightmare","1"
"creepy","1"
"enrage","1"
"produce","1"
"lobby","1"
"politician","1"
"acceptable","1"
"sit","1"
"compare","4"
"albatross","4"
"neck","4"
"happier","1"
"comp","1"
"discussion","3"
"grab","2"
"nearly","2"
"dine","2"
"lean","3"
"concept","3"
"corporation","1"
"difference","1"
"kick","1"
"alongside","2"
"colour","2"
"blew","1"
"water","2"
"interoperability","1"
"backward","2"
"compatibility","1"
"stephen","1"
"cesspit","1"
"extreme","2"
"avoid","1"
"negative","1"
"comment","2"
"distrust","0"
"angst","1"
"fixation","1"
"wave","1"
"bye-bye","1"
"preach","1"
"value","1"
"excuse","1"
"instantly","0"
"manually","1"
"unproductive","1"
"forc","1"
"enemi","1"
"pray","1"
"licens","3"
"baffle","1"
"moron","0"
"arrogance","3"
"compliment","1"
"obituari","1"
"riskiest","1"
"attribut","3"
"undergo","1"
"trial","1"
"alleg","1"
"practice","3"
"conclud","1"
"march","1"
"ultimate","2"
"catastrophe","1"
"plot","1"
"loathe","1"
"unable","1"
"german","1"
"federal","1"
"trojan","1"
"spy","1"
"exception","1"
"slack","1"
"mandarin","1"
"studi","1"
"cisco","3"
"sledgehammer","0"
"sake","3"
"friendship","1"
"aggressive","1"
"criticise","1"
"face-to-face","1"
"corporate","1"
"bonobo","1"
"monkey","1"
"ass","1"
"linux","5"
"extremist","1"
"attack","4"
"freedom","1"
"age","1"
"faith","1"
"lift","0"
"clear","2"
"disable","1"
"third","1"
"unmindful","0"
"collect","2"
"letter","3"
"retire","2"
"techie","2"
"leader","3"
"darkness","1"
"bind","1"
"vista","2"
"unborn","1"
"prediction","1"
"dell","2"
"shitty","1"
"ghost","1"
"logic","1"
"enlighten","1"
"diaz","1"
"influential","1"
"hispanic","1"
"compiler","9"
"specialist","1"
"bangalore","2"
"spigot","7"
"paper","4"
"bogu","1"
"benchmark","1"
"testify","1"
"novel","1"
"copyright","2"
"advert","1"
"denali","2"
"technical","3"
"researcher","7"
"gentle","0"
"meekly","1"
"doom","1"
"supporter","1"
"quote","1"
"episode","1"
"hawaii","1"
"kickoff","5"
"ping","3"
"embrac","1"
"apache","1"
"azure","7"
"pareto","3"
"chart","3"
"procedural","1"
"syntax","1"
"talent","1"
"boast","1"
"temp","1"
"workforce","1"
"beeline","1"
"central","1"
"boxe","1"
"holiday","3"
"bundle","1"
"season","1"
"joint","1"
"vital","2"
"participation","1"
"weep","1"
"mercy","1"
"firmware","1"
"innovate","1"
"api","1"
"basic","2"
"broadly","1"
"insight","2"
"organization","1"
"interact","3"
"norway","1"
"chair","1"
"interview","4"
"minority","0"
"carnegie","1"
"mellon","1"
"incomparable","1"
"tangl","1"
"mess","1"
"desk","1"
"conductive","1"
"gesture","1"
"spare","1"
"arbitrary","2"
"everyday","2"
"booth","2"
"duty","1"
"modern","1"
"warfare","1"
"transform","3"
"dancer","2"
"nowhere","1"
"near","1"
"slash","1"
"quincy","1"
"washington","1"
"summary","2"
"feet","1"
"supplier","2"
"sustainability","1"
"movement","1"
"plastic","1"
"approach","1"
"durban","1"
"conflict","1"
"guru","1"
"institute","1"
"accuracy","1"
"integration","1"
"incorrect","1"
"association","1"
"undecid","0"
"minu","1"
"celebrity","6"
"impersonation","1"
"common","2"
"clothe","1"
"initiative","1"
"alternate","1"
"row","1"
"shortcut","1"
"bargain","1"
"bruise","1"
"expectation","1"
"deployment","4"
"securiti","2"
"interaction","2"
"engag","2"
"diss","3"
"e-commerce","1"
"expert","4"
"manipulate","1"
"swipe","1"
"dawn","1"
"evan","1"
"exec","2"
"seri","1"
"operation","1"
"holographic","1"
"vision","1"
"governance","1"
"exam","4"
"appli","5"
"critic","1"
"friendliness","1"
"branch","1"
"appliance","1"
"hybrid","1"
"gateway","1"
"fanatic","1"
"secur","0"
"certificate","1"
"brief","1"
"intelligence","1"
"studio","2"
"package","1"
"wonderful","1"
"orlando","1"
"automation","1"
"disney","1"
"course","2"
"persona","1"
"celebriti","1"
"road","0"
"newly","2"
"testimonial","2"
"seriou","1"
"view","4"
"connectivity","1"
"breakfast","1"
"slam","6"
"refine","1"
"regard","2"
"sugar","1"
"database","2"
"structure","1"
"accelerate","3"
"var","2"
"lucky","10"
"19th","1"
"department","1"
"justice","1"
"began","1"
"obsolete","1"
"flood","1"
"crisi","1"
"bangkok","1"
"county","2"
"automate","3"
"optimization","3"
"visibility","1"
"publish","2"
"cookbook","2"
"disguise","1"
"amateur","1"
"obviou","1"
"voucher","2"
"quarterly","1"
"implement","2"
"prompt","1"
"elevate","2"
"silently","0"
"academy","1"
"kenya","1"
"east","1"
"southern","1"
"multimedia","2"
"stravinsky","1"
"cd-rom","1"
"notebook","1"
"plug","3"
"installation","1"
"trashe","1"
"credential","1"
"director","1"
"consult","1"
"oracle","2"
"trade","1"
"packag","1"
"david","1"
"seize","1"
"boss","2"
"tile","2"
"heaven","1"
"gadgeteer","1"
"stimulate","1"
"playback","1"
"badge","1"
"additional","1"
"internal","1"
"greenest","1"
"danger","1"
"anonymou","1"
"example","1"
"pitman","1"
"customize","1"
"scam","1"
"viru","1"
"potential","1"
"qualification","1"
"lay","1"
"toulouse","2"
"achiev","1"
"mill","1"
"transaction","1"
"garner","1"
"organise","1"
"gold","1"
"tumble","1"
"dozen","1"
"organize","1"
"emergency","1"
"seat","1"
"delaware","1"
"projector","1"
"south","1"
"richmond","1"
"backyard","1"
"queue","2"
"workspace","1"
"ti","1"
"fri","1"
"balance","2"
"surpass","1"
"government","1"
"blob","1"
"milky","1"
"film","2"
"busyness","1"
"pocket","2"
"handheld","1"
"sterl","1"
"resume","1"
"consideration","1"
"algeria","3"
"britain","1"
"attract","1"
"shot","1"
"custom","1"
"sort","1"
"categori","1"
"wire","1"
"comput","1"
"escape","1"
"cake","2"
"involv","1"
"balm","1"
"royalti","1"
"pastel","1"
"physical","1"
"creator","1"
"driver","1"
"administrator","1"
"consultant","1"
"trainer","2"
"bank","1"
"hype","0"
"workload","0"
"qualify","0"
"todd","0"
"eight","0"
"adoption","0"
"practical","0"
"apron","0"
"foodie","0"
"sesame","0"
"national","0"
"geographic","0"
"tango","0"
"apollo","0"
"complicate","0"
"rescue","0"
"ensemble","0"
"incentive","0"
"belle","0"
"bug","0"
"tester","0"
"cerulean","0"
"size","0"
"freez","0"
"demonstrate","0"
"apart","0"
"genuine","0"
"fake","0"
"scammer","0"
"lure","0"
"grant","0"
"pinball","0"
"table","0"
"strongly","0"
"recommend","0"
"contest","0"
"chariti","0"
"unfortunately","0"
"catchment","0"
"cloth","0"
"alchemy","0"
"exclude","0"
"scribble","0"
"anti","0"
"expos","0"
"kept","0"
"fell","0"
"exist","0"
"realisation","0"
"complex","0"
"angle","0"
"contrast","0"
"portal","0"
"finalise","0"
"dodg","0"
"bullet","0"
"acquire","0"
"exact","0"
"favor","0"
"fresh","0"
"disclos","0"
"nascent","0"
"exploit","0"
"pose","0"
"rookie","0"
"veteran","0"
"tier","0"
"natural","0"
"ergonomic","0"
"guard","0"
"creation","0"
"range","0"
"tick","0"
"vouch","0"
"programmer","0"
"ethical","0"
"interactive","0"
"winner","0"
"sweepstake","0"
"log-in","0"
"competitor","0"
"dryad","0"
"mary","0"
"basically","0"
"glorifi","0"
"approache","0"
"wild","0"
"follower","0"
"giveaway","0"
"mock","0"
"circuit","0"
"saint","0"
"doughnut","0"
"dinner","0"
"techno","0"
"depot","0"
"shopper","0"
"distribution","0"
"philip","0"
"nobel","0"
"writer","0"
"squar","0"
"corner","0"
"wary","0"
"soft","0"
"proxy","0"
"unblock","0"
"plush","0"
"turret","0"
"deploy","0"
"slightly","0"
"weirdo","0"
"concern","0"
"abandon","0"
"mood","0"
